YEAR,MO,DY,HR,PS,TS,SNODP,WD10M,ALLSKY_SFC_SW_DWN,RH2M,T2MDEW,WS2M,T2M,PRECTOTCORR
2022,7,19,21,101.62,20.93,0.0,341.3,0.0,59.72,13.27,0.89,21.41,0.0
2022,7,19,22,101.62,20.36,0.0,357.3,0.0,61.06,13.0,1.19,20.77,0.0
2022,7,19,23,101.62,19.74,0.0,9.6,0.0,63.94,13.03,1.46,20.04,0.0
2022,7,20,0,101.6,19.29,0.0,15.0,0.0,67.09,13.14,1.67,19.4,0.0
2022,7,20,1,101.57,18.93,0.0,17.7,0.0,69.65,13.22,1.77,18.88,0.0
2022,7,20,2,101.56,18.96,0.0,16.9,0.02,71.68,13.32,1.83,18.54,0.0
2022,7,20,3,101.58,21.08,0.0,12.5,0.27,67.07,13.41,2.52,19.71,0.0
2022,7,20,4,101.61,23.31,0.0,4.9,0.75,58.17,12.9,2.77,21.45,0.0
2022,7,20,5,101.62,25.36,0.0,351.7,1.34,51.31,12.61,3.1,23.19,0.0
2022,7,20,6,101.6,27.05,0.0,341.6,1.91,48.98,12.94,3.15,24.34,0.0
2022,7,20,7,101.55,28.54,0.0,335.6,2.42,47.38,13.38,3.12,25.39,0.0
2022,7,20,8,101.5,29.81,0.0,333.7,2.81,45.46,13.63,3.01,26.38,0.0
2022,7,20,9,101.43,30.86,0.0,331.6,2.53,43.09,13.66,2.78,27.33,0.0
2022,7,20,10,101.34,31.55,0.0,327.8,2.89,40.46,13.48,2.61,28.2,0.0
2022,7,20,11,101.25,31.72,0.0,324.1,2.69,38.44,13.29,2.56,28.87,0.0
2022,7,20,12,101.18,31.21,0.0,318.7,2.35,37.55,13.25,2.6,29.21,0.0
2022,7,20,13,101.12,30.01,0.0,314.8,1.94,38.2,13.42,2.75,29.12,0.0
2022,7,20,14,101.06,28.56,0.0,312.8,1.42,39.78,13.7,2.87,28.73,0.0
2022,7,20,15,101.0,27.49,0.0,311.0,0.82,41.56,13.96,2.94,28.28,0.0
2022,7,20,16,100.95,25.97,0.0,310.1,0.32,44.89,14.41,2.38,27.46,0.0
2022,7,20,17,100.92,23.9,0.0,308.7,0.03,52.06,15.1,1.68,25.68,0.0
2022,7,20,18,100.91,23.21,0.0,307.8,0.0,54.55,15.09,1.63,24.88,0.0
2022,7,20,19,100.87,23.03,0.0,306.0,0.0,56.03,15.14,1.65,24.5,0.02
2022,7,20,20,100.82,23.01,0.0,310.6,0.0,57.22,15.24,1.78,24.25,0.04
2022,7,20,21,100.79,22.98,0.0,325.2,0.0,58.35,15.32,2.06,24.01,0.09
2022,7,20,22,100.79,23.0,0.0,351.5,0.0,59.56,15.45,3.03,23.79,0.09
2022,7,20,23,100.81,22.7,0.0,13.8,0.0,64.03,15.99,4.58,23.16,0.07
2022,7,21,0,100.84,21.81,0.0,23.5,0.0,72.43,16.76,5.0,21.94,0.06
2022,7,21,1,100.86,20.91,0.0,25.9,0.0,79.29,16.93,5.02,20.63,0.02
2022,7,21,2,100.91,20.33,0.0,25.9,0.02,81.75,16.45,5.08,19.64,0.01
2022,7,21,3,100.97,20.98,0.0,27.1,0.3,74.5,14.93,5.51,19.57,0.0
2022,7,21,4,101.04,22.21,0.0,23.8,0.85,62.92,12.89,5.77,20.19,0.0
2022,7,21,5,101.08,23.63,0.0,12.5,1.54,54.44,11.55,5.87,21.1,0.0
2022,7,21,6,101.1,25.04,0.0,3.9,2.18,48.07,10.56,5.87,22.06,0.0
2022,7,21,7,101.08,26.46,0.0,359.8,2.66,43.1,9.88,5.57,23.11,0.0
2022,7,21,8,101.05,27.83,0.0,356.4,2.99,39.45,9.61,5.09,24.29,0.0
2022,7,21,9,101.01,28.94,0.0,352.3,3.19,37.26,9.76,4.58,25.44,0.0
2022,7,21,10,100.97,29.6,0.0,348.6,3.19,36.26,10.15,4.25,26.36,0.0
2022,7,21,11,100.94,29.88,0.0,345.9,3.05,35.99,10.63,4.03,27.06,0.0
2022,7,21,12,100.91,29.61,0.0,344.2,2.7,36.2,11.04,3.94,27.44,0.0
2022,7,21,13,100.87,29.1,0.0,343.1,2.23,36.63,11.37,3.87,27.62,0.0
2022,7,21,14,100.84,28.16,0.0,342.1,1.64,37.27,11.56,3.76,27.54,0.0
2022,7,21,15,100.82,26.85,0.0,340.4,1.0,38.5,11.72,3.6,27.16,0.0
2022,7,21,16,100.81,25.04,0.0,339.1,0.39,41.84,12.14,2.93,26.21,0.0
2022,7,21,17,100.82,22.48,0.0,338.6,0.04,50.81,13.09,1.99,23.96,0.0
2022,7,21,18,100.84,21.91,0.0,338.2,0.0,54.21,13.27,1.92,23.08,0.0
2022,7,21,19,100.84,21.47,0.0,335.8,0.0,56.07,13.24,1.97,22.49,0.0
2022,7,21,20,100.84,20.97,0.0,333.7,0.0,57.48,13.01,2.23,21.82,0.0
2022,7,21,21,100.83,20.59,0.0,333.2,0.0,58.87,12.82,2.62,21.22,0.0
2022,7,21,22,100.82,20.33,0.0,332.8,0.0,60.45,12.74,3.04,20.68,0.0
2022,7,21,23,100.82,20.06,0.0,330.9,0.0,62.5,12.74,3.32,20.14,0.0
2022,7,22,0,100.8,19.76,0.0,329.4,0.0,64.3,12.67,3.52,19.61,0.0
2022,7,22,1,100.79,19.48,0.0,329.7,0.0,65.72,12.51,3.68,19.08,0.0
2022,7,22,2,100.79,19.44,0.0,332.2,0.02,66.68,12.37,3.87,18.69,0.0
2022,7,22,3,100.81,20.84,0.0,335.4,0.27,63.59,12.3,4.3,19.38,0.0
2022,7,22,4,100.83,23.04,0.0,338.4,0.84,57.43,12.49,4.25,21.23,0.01
2022,7,22,5,100.85,25.55,0.0,342.6,1.51,51.99,13.55,4.58,24.0,0.02
2022,7,22,6,100.85,27.22,0.0,341.5,2.09,49.82,14.11,4.71,25.34,0.01
2022,7,22,7,100.86,28.53,0.0,340.8,2.55,47.39,14.18,4.73,26.27,0.01
2022,7,22,8,100.85,29.67,0.0,341.0,2.89,45.0,14.2,4.67,27.18,0.0
2022,7,22,9,100.84,30.42,0.0,341.2,3.07,42.87,14.08,4.66,27.89,0.0
2022,7,22,10,100.82,30.86,0.0,342.5,2.84,40.89,13.87,4.58,28.46,0.0
2022,7,22,11,100.8,30.89,0.0,343.6,2.93,39.21,13.59,4.43,28.88,0.01
2022,7,22,12,100.8,30.43,0.0,344.9,2.57,38.26,13.34,4.31,29.02,0.0
2022,7,22,13,100.8,29.48,0.0,346.4,2.16,37.99,13.08,4.21,28.87,0.0
2022,7,22,14,100.82,28.63,0.0,348.7,1.57,37.71,12.74,4.15,28.63,0.0
2022,7,22,15,100.84,27.39,0.0,351.4,0.97,37.95,12.36,4.02,28.09,0.0
2022,7,22,16,100.88,25.63,0.0,356.2,0.4,40.19,12.29,3.3,27.04,0.0
2022,7,22,17,100.93,23.08,0.0,4.6,0.04,47.85,12.86,2.39,24.71,0.0
2022,7,22,18,100.99,22.06,0.0,14.3,0.0,51.14,12.73,2.41,23.45,0.0
2022,7,22,19,101.02,21.43,0.0,23.4,0.0,53.07,12.5,2.55,22.59,0.0
2022,7,22,20,101.05,20.96,0.0,30.1,0.0,55.24,12.42,2.75,21.83,0.0
2022,7,22,21,101.08,20.56,0.0,32.5,0.0,58.4,12.65,2.84,21.16,0.0
2022,7,22,22,101.09,20.17,0.0,30.3,0.0,62.42,13.07,2.72,20.52,0.0
2022,7,22,23,101.12,19.77,0.0,25.7,0.0,66.3,13.46,2.57,19.94,0.0
2022,7,23,0,101.14,19.44,0.0,18.3,0.0,69.33,13.68,2.5,19.44,0.0
2022,7,23,1,101.17,19.15,0.0,10.2,0.0,72.05,13.83,2.62,18.99,0.0
2022,7,23,2,101.2,19.22,0.0,4.5,0.02,74.14,13.99,2.83,18.7,0.0
2022,7,23,3,101.23,21.24,0.0,1.4,0.27,68.97,14.06,3.53,19.93,0.0
2022,7,23,4,101.25,23.54,0.0,3.2,0.73,60.65,13.92,3.77,21.86,0.0
2022,7,23,5,101.25,25.62,0.0,3.0,1.45,53.76,13.81,4.25,23.73,0.0
2022,7,23,6,101.24,27.44,0.0,1.5,2.05,49.16,13.78,4.28,25.19,0.0
2022,7,23,7,101.2,29.16,0.0,0.5,2.56,45.77,13.84,3.91,26.51,0.0
2022,7,23,8,101.16,30.65,0.0,358.5,2.93,42.51,13.78,3.5,27.73,0.0
2022,7,23,9,101.12,31.76,0.0,356.8,3.13,39.52,13.53,3.22,28.73,0.0
2022,7,23,10,101.09,32.4,0.0,356.0,2.9,37.01,13.21,3.01,29.5,0.0
2022,7,23,11,101.06,32.6,0.0,355.3,2.84,35.38,12.99,2.8,30.04,0.0
2022,7,23,12,101.03,32.3,0.0,356.0,2.63,34.32,12.8,2.62,30.36,0.0
2022,7,23,13,101.02,31.56,0.0,358.8,2.13,33.52,12.55,2.47,30.46,0.0
2022,7,23,14,101.01,30.36,0.0,3.7,1.59,33.5,12.31,2.35,30.22,0.0
2022,7,23,15,101.0,28.72,0.0,10.6,0.97,34.03,12.08,2.16,29.67,0.0
2022,7,23,16,101.0,26.33,0.0,25.8,0.4,38.95,12.99,1.33,28.38,0.0
2022,7,23,17,101.02,23.5,0.0,53.2,0.03,46.46,13.62,1.11,26.0,0.0
2022,7,23,18,101.06,22.68,0.0,74.7,0.0,51.28,13.96,1.11,24.74,0.0
2022,7,23,19,101.09,22.15,0.0,94.7,0.0,56.25,14.47,1.05,23.76,0.0
2022,7,23,20,101.13,21.65,0.0,110.6,0.0,60.64,14.88,0.96,22.95,0.0
2022,7,23,21,101.15,21.17,0.0,123.9,0.0,64.01,15.14,0.92,22.34,0.0
2022,7,23,22,101.16,20.73,0.0,133.6,0.0,67.34,15.52,0.88,21.9,0.0
2022,7,23,23,101.15,20.34,0.0,135.9,0.0,69.64,15.78,0.85,21.6,0.0
2022,7,24,0,101.14,20.03,0.0,131.8,0.0,72.32,16.06,0.81,21.27,0.0
2022,7,24,1,101.12,19.75,0.0,123.9,0.0,73.62,16.11,0.92,21.02,0.0
2022,7,24,2,101.1,19.82,0.0,118.1,0.02,76.31,16.34,1.16,20.66,0.0
2022,7,24,3,101.09,22.38,0.0,114.6,0.29,73.62,16.7,1.61,21.63,0.0
2022,7,24,4,101.09,24.93,0.0,119.1,0.84,63.33,16.1,2.07,23.49,0.0
2022,7,24,5,101.09,27.32,0.0,127.3,1.49,53.4,15.23,1.91,25.42,0.0
2022,7,24,6,101.08,29.33,0.0,125.8,2.07,48.26,14.92,1.82,26.8,0.0
2022,7,24,7,101.07,30.83,0.0,127.9,2.45,45.02,14.77,1.97,27.84,0.0
2022,7,24,8,101.04,31.09,0.0,134.9,2.82,43.7,14.77,2.14,28.33,0.0
2022,7,24,9,101.03,31.78,0.0,142.8,3.02,42.8,14.83,2.27,28.75,0.03
2022,7,24,10,101.01,32.96,0.0,149.6,2.99,41.76,14.93,2.34,29.29,0.02
2022,7,24,11,100.99,32.85,0.0,156.2,2.63,41.52,15.04,2.45,29.5,0.03
2022,7,24,12,100.96,32.12,0.0,161.9,2.03,42.1,15.16,2.64,29.4,0.08
2022,7,24,13,100.92,31.03,0.0,167.5,1.35,43.33,15.32,2.86,29.07,0.15
2022,7,24,14,100.89,29.58,0.0,172.5,0.93,45.29,15.48,3.1,28.49,0.08
2022,7,24,15,100.87,27.86,0.0,175.9,0.55,48.21,15.64,3.31,27.6,0.07
2022,7,24,16,100.85,25.92,0.0,180.8,0.2,52.91,15.94,3.48,26.33,0.14
2022,7,24,17,100.87,24.13,0.0,189.8,0.02,60.52,16.57,3.18,24.71,0.44
2022,7,24,18,100.88,23.35,0.0,200.9,0.0,67.05,17.29,2.91,23.75,0.77
2022,7,24,19,100.88,22.95,0.0,214.4,0.0,71.82,17.89,2.71,23.23,2.31
2022,7,24,20,100.9,22.84,0.0,233.0,0.0,74.92,18.36,2.77,23.03,4.61
2022,7,24,21,100.91,22.7,0.0,252.0,0.0,77.26,18.7,3.26,22.87,7.36
2022,7,24,22,100.9,22.59,0.0,264.5,0.0,78.68,18.87,3.62,22.75,7.95
2022,7,24,23,100.88,22.41,0.0,276.0,0.0,79.68,18.88,3.65,22.55,6.28
2022,7,25,0,100.85,22.22,0.0,288.4,0.0,80.67,18.79,3.67,22.27,10.15
2022,7,25,1,100.83,22.03,0.0,299.8,0.0,81.22,18.66,3.69,22.01,5.21
2022,7,25,2,100.81,21.94,0.0,308.4,0.01,81.74,18.59,3.63,21.84,2.69
2022,7,25,3,100.81,22.36,0.0,319.6,0.2,81.05,18.59,4.01,21.98,1.39
2022,7,25,4,100.84,23.65,0.0,337.0,0.64,75.95,18.26,5.06,22.72,0.97
2022,7,25,5,100.86,25.45,0.0,346.7,1.22,66.77,17.31,5.75,23.87,0.52
2022,7,25,6,100.86,26.89,0.0,349.9,1.84,59.27,16.35,5.84,24.86,0.23
2022,7,25,7,100.84,28.28,0.0,350.4,2.31,52.67,15.42,5.56,25.89,0.07
2022,7,25,8,100.83,29.51,0.0,348.5,2.57,47.17,14.59,5.03,26.89,0.03
2022,7,25,9,100.82,30.0,0.0,344.3,2.96,43.5,13.9,4.52,27.57,0.01
2022,7,25,10,100.8,29.98,0.0,339.2,2.92,41.02,13.37,4.28,27.98,0.01
2022,7,25,11,100.77,29.1,0.0,335.6,2.59,40.15,13.03,4.33,27.93,0.0
2022,7,25,12,100.75,28.32,0.0,334.3,1.84,40.43,12.95,4.55,27.68,0.0
2022,7,25,13,100.73,28.48,0.0,335.7,1.48,40.71,13.13,4.51,27.74,0.0
2022,7,25,14,100.71,28.14,0.0,339.3,1.28,41.64,13.43,4.28,27.69,0.0
2022,7,25,15,100.69,26.92,0.0,344.6,0.75,43.43,13.63,3.98,27.18,0.0
2022,7,25,16,100.71,25.3,0.0,351.0,0.29,46.61,13.86,3.2,26.22,0.0
2022,7,25,17,100.74,23.09,0.0,359.1,0.02,54.92,14.57,2.02,24.23,0.0
2022,7,25,18,100.78,22.23,0.0,6.3,0.0,57.97,14.47,1.83,23.21,0.0
2022,7,25,19,100.79,21.68,0.0,8.9,0.0,59.25,14.21,1.75,22.56,0.0
2022,7,25,20,100.8,21.24,0.0,7.8,0.0,59.72,13.82,1.77,21.99,0.0
2022,7,25,21,100.81,20.82,0.0,4.9,0.0,60.61,13.56,1.83,21.48,0.0
2022,7,25,22,100.79,20.44,0.0,2.3,0.0,62.66,13.59,1.85,20.97,0.0
2022,7,25,23,100.78,20.06,0.0,0.6,0.0,65.26,13.67,1.9,20.39,0.0
2022,7,26,0,100.75,19.72,0.0,1.4,0.0,68.49,13.82,1.99,19.77,0.0
2022,7,26,1,100.74,19.39,0.0,4.7,0.0,71.82,14.0,2.07,19.2,0.0
2022,7,26,2,100.73,19.34,0.0,11.1,0.01,74.73,14.23,2.12,18.8,0.0
2022,7,26,3,100.74,21.5,0.0,18.7,0.29,70.23,14.44,2.59,20.02,0.0
2022,7,26,4,100.77,24.04,0.0,23.1,0.86,60.47,13.93,2.28,21.91,0.0
2022,7,26,5,100.78,26.55,0.0,7.8,1.51,50.47,13.14,1.98,24.03,0.01
2022,7,26,6,100.78,28.53,0.0,352.7,2.11,46.89,13.08,1.79,25.24,0.02
2022,7,26,7,100.76,30.24,0.0,338.7,2.48,44.62,13.25,1.53,26.27,0.01
2022,7,26,8,100.72,31.62,0.0,327.3,2.75,42.11,13.2,1.38,27.25,0.0
2022,7,26,9,100.67,32.67,0.0,321.0,2.96,39.15,12.91,1.28,28.2,0.0
2022,7,26,10,100.61,33.33,0.0,317.9,3.0,35.01,12.07,1.12,29.13,0.0
2022,7,26,11,100.56,33.51,0.0,316.4,2.69,32.18,11.45,0.91,29.86,0.0
2022,7,26,12,100.51,33.1,0.0,315.5,2.54,30.66,11.09,0.62,30.28,0.0
2022,7,26,13,100.47,32.04,0.0,303.2,2.08,30.76,11.13,0.23,30.28,0.0
2022,7,26,14,100.46,30.45,0.0,156.4,1.53,32.3,11.46,0.14,29.82,0.0
2022,7,26,15,100.46,28.7,0.0,138.4,0.93,35.24,12.02,0.54,29.01,0.0
2022,7,26,16,100.48,26.32,0.0,149.3,0.37,43.38,13.73,1.09,27.37,0.0
2022,7,26,17,100.53,23.71,0.0,155.6,0.03,54.3,14.93,1.37,24.86,0.0
2022,7,26,18,100.58,22.96,0.0,171.4,0.0,58.82,15.11,1.73,23.72,0.0
2022,7,26,19,100.6,22.41,0.0,186.1,0.0,64.5,15.79,1.95,22.93,0.0
2022,7,26,20,100.6,21.91,0.0,195.4,0.0,69.96,16.51,2.03,22.32,0.0
2022,7,26,21,100.6,21.42,0.0,201.2,0.0,75.21,17.22,1.93,21.81,0.0
2022,7,26,22,100.61,20.99,0.0,203.3,0.0,79.35,17.76,1.73,21.47,0.0
2022,7,26,23,100.62,20.61,0.0,199.8,0.0,81.97,18.13,1.49,21.32,0.0
2022,7,27,0,100.62,20.32,0.0,186.9,0.0,83.65,18.4,1.24,21.25,0.0
2022,7,27,1,100.63,20.08,0.0,165.1,0.0,85.74,18.62,1.17,21.08,0.0
2022,7,27,2,100.65,20.16,0.0,150.8,0.01,87.9,18.87,1.33,20.93,0.0
2022,7,27,3,100.67,22.78,0.0,147.8,0.29,82.45,19.01,1.57,22.11,0.0
2022,7,27,4,100.69,25.38,0.0,152.3,0.83,71.12,18.34,2.06,23.87,0.0
2022,7,27,5,100.71,27.66,0.0,157.8,1.44,61.01,17.38,1.97,25.45,0.01
2022,7,27,6,100.72,29.84,0.0,158.5,2.02,53.63,16.64,1.73,26.88,0.0
2022,7,27,7,100.72,31.75,0.0,156.6,2.5,49.08,16.28,1.52,28.05,0.04
2022,7,27,8,100.73,33.04,0.0,154.6,2.81,45.51,15.94,1.54,28.98,0.82
2022,7,27,9,100.72,33.7,0.0,155.2,2.96,43.92,15.94,1.7,29.61,5.56
2022,7,27,10,100.7,33.79,0.0,157.4,2.84,43.27,16.09,1.99,30.0,9.25
2022,7,27,11,100.69,33.27,0.0,159.8,2.75,43.58,16.29,2.41,30.1,12.33
2022,7,27,12,100.68,32.17,0.0,163.7,2.36,45.17,16.61,2.86,29.83,20.19
2022,7,27,13,100.68,30.64,0.0,168.1,1.9,47.7,16.94,3.3,29.23,22.27
2022,7,27,14,100.69,28.83,0.0,172.6,1.38,51.26,17.28,3.69,28.34,25.7
2022,7,27,15,100.71,26.88,0.0,176.9,0.8,57.1,17.87,3.89,27.08,22.15
2022,7,27,16,100.74,24.86,0.0,182.5,0.3,66.7,18.71,3.76,25.34,17.22
2022,7,27,17,100.78,23.41,0.0,190.4,0.02,76.05,19.31,3.16,23.76,7.77
2022,7,27,18,100.82,22.97,0.0,198.2,0.0,79.99,19.47,2.76,23.08,0.01
2022,7,27,19,100.83,22.66,0.0,206.3,0.0,81.99,19.44,2.4,22.64,0.0
2022,7,27,20,100.85,22.36,0.0,215.5,0.0,83.92,19.45,2.06,22.26,0.01
2022,7,27,21,100.87,22.09,0.0,228.0,0.0,85.34,19.46,1.81,22.0,0.04
2022,7,27,22,100.89,21.82,0.0,243.2,0.0,86.61,19.52,1.69,21.83,0.19
2022,7,27,23,100.92,21.58,0.0,258.2,0.0,88.1,19.63,1.67,21.66,0.43
2022,7,28,0,100.94,21.42,0.0,270.0,0.0,89.44,19.75,1.63,21.52,0.4
2022,7,28,1,100.97,21.25,0.0,275.6,0.0,90.62,19.83,1.53,21.4,0.24
2022,7,28,2,101.0,21.27,0.0,276.1,0.0,90.96,19.89,1.37,21.41,0.15
2022,7,28,3,101.04,23.31,0.0,269.3,0.23,86.65,20.15,1.24,22.47,0.11
2022,7,28,4,101.08,25.36,0.0,263.7,0.62,76.47,19.49,1.32,23.87,0.12
2022,7,28,5,101.11,27.39,0.0,266.8,1.1,64.56,18.41,1.17,25.56,0.22
2022,7,28,6,101.12,28.97,0.0,281.5,1.65,56.37,17.58,1.2,26.98,0.42
2022,7,28,7,101.15,29.91,0.0,298.9,2.09,52.35,17.22,1.44,27.85,0.74
2022,7,28,8,101.16,30.14,0.0,313.2,2.42,51.48,17.3,1.69,28.22,0.91
2022,7,28,9,101.17,30.33,0.0,323.0,2.68,51.59,17.49,1.85,28.41,0.78
2022,7,28,10,101.17,30.47,0.0,329.3,2.63,51.2,17.54,1.77,28.58,0.6
2022,7,28,11,101.15,31.51,0.0,332.4,2.36,48.86,17.31,1.47,29.15,0.57
2022,7,28,12,101.13,32.13,0.0,324.3,2.19,45.62,16.88,1.16,29.85,0.6
2022,7,28,13,101.11,31.65,0.0,311.0,1.5,44.29,16.65,1.1,30.13,0.55
2022,7,28,14,101.11,30.22,0.0,306.4,1.07,45.03,16.7,1.23,29.9,0.42
2022,7,28,15,101.11,28.57,0.0,312.8,0.6,46.63,16.82,1.24,29.41,0.13
2022,7,28,16,101.13,26.9,0.0,330.7,0.21,51.68,17.68,0.79,28.59,0.01
2022,7,28,17,101.15,25.33,0.0,1.0,0.02,55.73,17.86,0.7,27.49,0.0
2022,7,28,18,101.19,24.83,0.0,26.2,0.0,57.7,17.85,0.74,26.89,0.0
2022,7,28,19,101.19,24.39,0.0,38.8,0.0,60.28,17.93,0.85,26.24,0.0
2022,7,28,20,101.21,24.03,0.0,42.4,0.0,63.03,17.99,1.01,25.53,0.0
2022,7,28,21,101.23,23.76,0.0,45.2,0.0,65.24,17.93,1.32,24.9,0.0
2022,7,28,22,101.25,23.67,0.0,47.8,0.0,66.94,17.89,1.79,24.41,0.0
2022,7,28,23,101.28,23.72,0.0,51.6,0.0,67.67,17.8,2.44,24.14,0.01
2022,7,29,0,101.29,23.71,0.0,54.5,0.0,69.13,17.85,3.16,23.84,0.01
2022,7,29,1,101.3,23.55,0.0,56.3,0.0,71.25,17.93,3.69,23.43,0.02
2022,7,29,2,101.32,23.41,0.0,58.6,0.0,72.7,17.92,4.05,23.1,0.04
2022,7,29,3,101.34,23.75,0.0,61.2,0.11,71.55,17.71,4.4,23.16,0.08
2022,7,29,4,101.38,24.56,0.0,66.0,0.35,66.27,17.13,4.72,23.81,0.16
2022,7,29,5,101.4,25.6,0.0,71.9,0.68,60.97,16.73,4.87,24.76,0.31
2022,7,29,6,101.41,26.61,0.0,75.5,1.06,57.52,16.63,4.46,25.64,0.69
2022,7,29,7,101.41,27.48,0.0,78.3,1.3,55.56,16.75,3.76,26.37,1.21
2022,7,29,8,101.41,28.28,0.0,81.0,1.3,53.94,16.85,3.08,26.97,1.42
2022,7,29,9,101.38,29.21,0.0,82.1,1.53,51.93,16.87,2.41,27.63,1.52
2022,7,29,10,101.35,30.23,0.0,78.8,1.93,48.89,16.65,1.85,28.43,1.55
2022,7,29,11,101.32,30.95,0.0,65.6,1.95,45.53,16.25,1.46,29.21,1.49
2022,7,29,12,101.29,30.76,0.0,44.5,1.96,43.77,15.99,1.35,29.6,1.17
2022,7,29,13,101.26,29.96,0.0,28.3,1.62,43.48,15.89,1.49,29.6,0.73
2022,7,29,14,101.25,28.44,0.0,17.1,1.12,44.73,15.91,1.73,29.14,0.32
2022,7,29,15,101.25,27.07,0.0,9.2,0.61,48.21,16.35,1.72,28.33,0.08
2022,7,29,16,101.26,25.74,0.0,4.7,0.2,54.21,17.04,1.61,27.06,0.01
2022,7,29,17,101.28,24.76,0.0,13.2,0.01,55.61,16.46,2.01,26.03,0.0
2022,7,29,18,101.28,24.35,0.0,28.3,0.0,54.09,15.56,2.62,25.53,0.0
2022,7,29,19,101.29,23.99,0.0,45.6,0.0,52.56,14.7,3.18,25.09,0.0
2022,7,29,20,101.31,23.5,0.0,59.3,0.0,52.92,14.23,3.64,24.47,0.0
2022,7,29,21,101.31,23.08,0.0,66.5,0.0,55.26,14.26,4.02,23.8,0.0
2022,7,29,22,101.31,22.82,0.0,70.9,0.0,57.85,14.51,4.26,23.33,0.0
2022,7,29,23,101.3,22.67,0.0,72.9,0.0,60.61,14.86,4.2,22.97,0.0
2022,7,30,0,101.29,22.57,0.0,73.4,0.0,62.5,15.11,4.11,22.71,0.0
2022,7,30,1,101.29,22.48,0.0,73.4,0.0,64.22,15.3,4.07,22.46,0.0
2022,7,30,2,101.29,22.46,0.0,72.8,0.0,65.43,15.44,3.95,22.29,0.04
2022,7,30,3,101.31,23.2,0.0,69.7,0.15,64.24,15.54,4.08,22.67,0.14
2022,7,30,4,101.33,24.06,0.0,70.2,0.41,60.46,15.2,4.27,23.28,0.26
2022,7,30,5,101.34,25.16,0.0,72.3,0.79,55.51,14.75,4.46,24.2,0.31
2022,7,30,6,101.33,26.59,0.0,71.9,1.28,50.4,14.29,4.44,25.31,0.37
2022,7,30,7,101.31,27.99,0.0,70.1,1.89,46.72,14.07,4.14,26.35,0.24
2022,7,30,8,101.28,29.2,0.0,70.4,2.39,44.91,14.23,3.63,27.22,0.22
2022,7,30,9,101.23,30.31,0.0,72.9,2.53,43.78,14.52,3.12,28.0,0.48
2022,7,30,10,101.16,31.62,0.0,76.7,2.66,42.07,14.62,2.68,28.81,0.75
2022,7,30,11,101.11,32.64,0.0,82.5,2.35,39.85,14.52,2.28,29.62,2.1
2022,7,30,12,101.07,32.53,0.0,89.1,2.03,38.1,14.26,1.98,30.09,1.58
2022,7,30,13,101.05,31.83,0.0,94.5,1.85,37.13,14.01,1.83,30.26,0.99
2022,7,30,14,101.04,30.6,0.0,99.7,1.3,37.32,13.94,1.8,30.08,0.54
2022,7,30,15,101.02,28.92,0.0,106.9,0.74,38.73,13.99,1.76,29.5,0.12
2022,7,30,16,101.0,26.6,0.0,115.3,0.26,46.98,15.64,1.25,28.02,0.0
2022,7,30,17,101.01,24.31,0.0,119.0,0.02,53.51,15.75,1.38,25.94,0.0
2022,7,30,18,101.03,23.71,0.0,114.2,0.0,55.42,15.43,1.83,24.99,0.0
2022,7,30,19,101.03,23.32,0.0,107.3,0.0,57.29,15.29,2.62,24.28,0.0
2022,7,30,20,101.02,23.1,0.0,99.8,0.0,61.36,15.76,3.51,23.65,0.0
2022,7,30,21,101.02,22.91,0.0,97.2,0.0,64.36,16.02,4.12,23.11,0.0
2022,7,30,22,101.01,22.49,0.0,97.6,0.0,65.47,15.74,4.15,22.53,0.65
2022,7,30,23,100.99,21.88,0.0,96.5,0.0,67.36,15.49,3.74,21.81,0.65
2022,7,31,0,100.96,21.41,0.0,96.1,0.0,67.44,15.0,3.59,21.27,0.66
2022,7,31,1,100.92,21.1,0.0,96.4,0.0,67.71,14.66,3.55,20.83,0.01
2022,7,31,2,100.9,20.98,0.0,96.6,0.0,68.54,14.57,3.49,20.55,0.0
2022,7,31,3,100.88,22.43,0.0,93.4,0.22,64.51,14.52,3.86,21.47,0.07
2022,7,31,4,100.88,24.28,0.0,92.1,0.69,57.47,13.92,4.12,22.75,0.0
2022,7,31,5,100.85,26.17,0.0,93.8,1.27,50.16,13.15,4.31,24.18,0.0
2022,7,31,6,100.83,27.93,0.0,93.2,1.85,44.37,12.54,4.29,25.56,0.0
2022,7,31,7,100.8,29.41,0.0,94.8,2.35,40.22,12.15,4.19,26.8,0.0
2022,7,31,8,100.76,30.43,0.0,99.2,2.67,38.27,12.21,3.84,27.76,0.0
2022,7,31,9,100.72,30.98,0.0,107.6,2.88,37.75,12.51,3.27,28.37,0.02
2022,7,31,10,100.67,31.14,0.0,119.8,2.99,37.74,12.77,2.7,28.7,0.01
2022,7,31,11,100.64,31.22,0.0,133.6,2.42,37.49,12.87,2.17,28.94,0.13
2022,7,31,12,100.6,30.87,0.0,147.7,2.36,36.84,12.72,1.75,29.05,1.05
2022,7,31,13,100.57,30.11,0.0,160.9,1.78,35.96,12.36,1.37,29.05,2.97
2022,7,31,14,100.55,28.89,0.0,175.5,1.28,35.4,12.0,1.04,28.87,3.89
2022,7,31,15,100.52,27.49,0.0,196.6,0.71,36.93,12.18,0.63,28.33,2.35
2022,7,31,16,100.52,25.46,0.0,236.1,0.25,44.86,14.02,0.37,27.16,1.31
